ConfigSpace (len=10454400, space_map=
   0 tile_f: Split(policy=all, product=512, num_outputs=4) len=220
   1 tile_y: Split(policy=all, product=7, num_outputs=4) len=4
   2 tile_x: Split(policy=all, product=7, num_outputs=4) len=4
   3 tile_rc: Split(policy=all, product=512, num_outputs=3) len=55
   4 tile_ry: Split(policy=all, product=3, num_outputs=3) len=3
   5 tile_rx: Split(policy=all, product=3, num_outputs=3) len=3
   6 auto_unroll_max_step: OtherOption([0, 512, 1500]) len=3
   7 unroll_explicit: OtherOption([0, 1]) len=2
)
LOAD HISTORY FROM FILE
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [4, 8, 2, 8]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [32, 4, 4]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7820046) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.07363414764404297, timestamp=1543994393.7804172)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,9303600) MeasureResult(costs=(0.0005099472826855124,), error_no=0, all_cost=2.00298810005188, timestamp=1543996938.4919314)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,9304260) MeasureResult(costs=(0.0006445863268551236,), error_no=0, all_cost=2.5896735191345215, timestamp=1543996940.370492)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7561200) MeasureResult(costs=(0.0004347091996466431,), error_no=0, all_cost=1.7259666919708252, timestamp=1543996941.6908848)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 1)],,None,8917060) MeasureResult(costs=(0.0005272783692579506,), error_no=0, all_cost=2.1212308406829834, timestamp=1543996943.2485712)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7174660) MeasureResult(costs=(0.0004442419399293286,), error_no=0, all_cost=1.7241220474243164, timestamp=1543996944.5730207)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2527820) MeasureResult(costs=(0.0004376500971731449,), error_no=0, all_cost=1.657421350479126, timestamp=1543996945.8976676)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,1750340) MeasureResult(costs=(0.0006046310477031802,), error_no=0, all_cost=2.010240077972412, timestamp=1543996947.5377028)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,4072880) MeasureResult(costs=(0.00040813443992932864,), error_no=0, all_cost=1.7000761032104492, timestamp=1543996948.8832304)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2330480) MeasureResult(costs=(0.00040905991696113075,), error_no=0, all_cost=1.7394475936889648, timestamp=1543996950.20468)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2524740) MeasureResult(costs=(0.0007610131466431095,), error_no=0, all_cost=2.2621312141418457, timestamp=1543996952.0741563)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,1943280) MeasureResult(costs=(0.0005465922420494699,), error_no=0, all_cost=1.8904507160186768, timestamp=1543996953.6068745)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,3492080) MeasureResult(costs=(0.0006405294452296819,), error_no=0, all_cost=2.2913613319396973, timestamp=1543996955.4254727)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,3685680) MeasureResult(costs=(0.0005729854805653711,), error_no=0, all_cost=2.078624963760376, timestamp=1543996957.0897233)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,4073540) MeasureResult(costs=(0.0005572224293286218,), error_no=0, all_cost=2.057608127593994, timestamp=1543996958.751375)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,1749680) MeasureResult(costs=(0.0006635685335689047,), error_no=0, all_cost=2.1377530097961426, timestamp=1543996960.544717)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,1943940) MeasureResult(costs=(0.0004662995,), error_no=0, all_cost=1.727647304534912, timestamp=1543996961.9583814)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,3686340) MeasureResult(costs=(0.0004482449293286219,), error_no=0, all_cost=1.809251308441162, timestamp=1543996963.369222)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,4266480) MeasureResult(costs=(0.00037248550353356894,), error_no=0, all_cost=1.7053568363189697, timestamp=1543996968.894247)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2524080) MeasureResult(costs=(0.0004121131802120141,), error_no=0, all_cost=1.61018705368042, timestamp=1543996970.1920223)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,3492740) MeasureResult(costs=(0.000575878613074205,), error_no=0, all_cost=2.0448849201202393, timestamp=1543996971.880491)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,204400) MeasureResult(costs=(0.0008481280335689047,), error_no=0, all_cost=2.5619184970855713, timestamp=1543996974.1350799)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,592260) MeasureResult(costs=(0.0009548707915194347,), error_no=0, all_cost=2.7564823627471924, timestamp=1543996976.5417936)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,None,591600) MeasureResult(costs=(0.0012064187844522969,), error_no=0, all_cost=2.953371286392212, timestamp=1543996979.1949067)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,3495600) MeasureResult(costs=(0.0005654654699646643,), error_no=0, all_cost=2.0751848220825195, timestamp=1543996980.9092407)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,1753200) MeasureResult(costs=(0.0005727495424028269,), error_no=0, all_cost=1.9553165435791016, timestamp=1543996982.5429573)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],,None,5819460) MeasureResult(costs=(0.0009562151431095407,), error_no=0, all_cost=2.4686927795410156, timestamp=1543996984.743578)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],,None,5431600) MeasureResult(costs=(0.0008507245477031802,), error_no=0, all_cost=2.273172378540039, timestamp=1543996986.7284818)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],,None,5818800) MeasureResult(costs=(0.0012087616802120141,), error_no=0, all_cost=2.9060611724853516, timestamp=1543996989.3221376)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],,None,5432260) MeasureResult(costs=(0.0011851779452296818,), error_no=0, all_cost=2.8997395038604736, timestamp=1543996991.9156432)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 2, 4, 1]), ('tile_y', [1, 7, 1, 1]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [64, 8, 1]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,6980400) MeasureResult(costs=(0.0006890400954063604,), error_no=0, all_cost=2.122725009918213, timestamp=1543996993.7357001)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 1, 8, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [16, 32, 1]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2535967) MeasureResult(costs=(0.0005570268621908126,), error_no=0, all_cost=2.5273983478546143, timestamp=1543996995.4682202)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [1, 2, 32, 8]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [2, 64, 4]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,4348902) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.033628225326538086, timestamp=1543996964.7649424)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [2, 16, 2, 8]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [128, 4, 1]), ('tile_ry', [1, 1, 3]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],,None,6203267) MeasureResult(costs=(1000000000.0,), error_no=4, all_cost=31.95656991004944, timestamp=1543997026.8989441)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [64, 8, 1, 1]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [4, 2, 64]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7132183) MeasureResult(costs=(1000000000.0,), error_no=4, all_cost=34.96528697013855, timestamp=1543997058.2553465)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [2, 4, 32, 2]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [1, 1, 7, 1]), ('tile_rc', [8, 32, 2]), ('tile_ry', [3, 1, 1]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7024692) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.0243527889251709, timestamp=1543996967.6479282)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [16, 1, 1, 32]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [2, 16, 16]), ('tile_ry', [1, 1, 3]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,2266625) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.043758392333984375, timestamp=1543996967.648001)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [1, 2, 128, 2]), ('tile_y', [1, 1, 1, 7]), ('tile_x', [7, 1, 1, 1]), ('tile_rc', [4, 8, 16]), ('tile_ry', [1, 1, 3]), ('tile_rx', [1, 1, 3]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,None,3422198) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.021204710006713867, timestamp=1543996967.64807)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [2, 16, 2, 8]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [64, 2, 4]), ('tile_ry', [1, 1, 3]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 1)],,None,5688027) MeasureResult(costs=(1000000000.0,), error_no=4, all_cost=31.996915102005005, timestamp=1543997089.757483)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [2, 32, 4, 2]), ('tile_y', [1, 1, 7, 1]), ('tile_x', [1, 7, 1, 1]), ('tile_rc', [1, 16, 32]), ('tile_ry', [1, 3, 1]), ('tile_rx', [1, 3, 1]), ('auto_unroll_max_step', 1500), ('unroll_explicit', 0)],,None,4415477) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.019278526306152344, timestamp=1543996967.648207)
MeasureInput(target=cuda, task=Task(func_name=conv2d_no_batching, args=(1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1)), kwargs={}, workload=('conv2d_no_batching', 1, 7, 7, 512, 512, 3, 3, (1, 1), (1, 1))), config=[('tile_f', [1, 64, 4, 2]), ('tile_y', [7, 1, 1, 1]), ('tile_x', [1, 1, 1, 7]), ('tile_rc', [8, 16, 4]), ('tile_ry', [1, 1, 3]), ('tile_rx', [3, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 1)],,None,7440478) MeasureResult(costs=(1000000000.0,), error_no=1, all_cost=0.03579401969909668, timestamp=1543996967.648275)
